,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일
129,2019-01-02 20:00,20,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,422000,5,Wednesday,No,No
130,2019-01-02 20:00,20,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,1506000,17,Wednesday,No,No
131,2019-01-02 20:20,20,푸마 코튼 라이크라 드로즈 12종,속옷,89000,41096000,462,Wednesday,No,No
132,2019-01-02 20:20,20,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,2575000,29,Wednesday,No,No
133,2019-01-02 20:20,20,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,3660000,42,Wednesday,No,No
134,2019-01-02 20:40,20,푸마 코튼 라이크라 드로즈 12종,속옷,89000,52885000,595,Wednesday,No,No
135,2019-01-02 20:40,20,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,3029000,35,Wednesday,No,No
136,2019-01-02 20:40,20,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,4155000,47,Wednesday,No,No
137,2019-01-02 21:00,20,일시불 LG전자 매직스페이스 냉장고,가전,1409000,14485000,11,Wednesday,No,No
138,2019-01-02 21:00,20,무이자 LG전자 매직스페이스 냉장고,가전,1549000,11986000,8,Wednesday,No,No
139,2019-01-02 21:20,20,일시불 LG전자 매직스페이스 냉장고,가전,1409000,25312000,18,Wednesday,No,No
140,2019-01-02 21:20,20,무이자 LG전자 매직스페이스 냉장고,가전,1549000,11960000,8,Wednesday,No,No
141,2019-01-02 21:40,20,일시불 LG전자 매직스페이스 냉장고,가전,1409000,21729000,16,Wednesday,No,No
142,2019-01-02 21:40,20,무이자 LG전자 매직스페이스 냉장고,가전,1549000,23895000,16,Wednesday,No,No
143,2019-01-02 22:00,20,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3177000,3,Wednesday,No,No
144,2019-01-02 22:00,20,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,0,0,Wednesday,No,No
145,2019-01-02 22:00,20,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,13796000,8,Wednesday,No,No
146,2019-01-02 22:00,20,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,10329000,5,Wednesday,No,No
147,2019-01-02 22:00,20,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,0,0,Wednesday,No,No
148,2019-01-02 22:00,20,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,0,0,Wednesday,No,No
149,2019-01-02 22:20,20,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3177000,3,Wednesday,No,No
150,2019-01-02 22:20,20,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,3541000,3,Wednesday,No,No
151,2019-01-02 22:20,20,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,32123000,17,Wednesday,No,No
152,2019-01-02 22:20,20,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,5189000,3,Wednesday,No,No
153,2019-01-02 22:20,20,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,0,0,Wednesday,No,No
154,2019-01-02 22:20,20,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,0,0,Wednesday,No,No
155,2019-01-02 22:40,20,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,6305000,5,Wednesday,No,No
156,2019-01-02 22:40,20,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,6983000,5,Wednesday,No,No
157,2019-01-02 22:40,20,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,36730000,20,Wednesday,No,No
158,2019-01-02 22:40,20,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,15468000,8,Wednesday,No,No
159,2019-01-02 22:40,20,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,0,0,Wednesday,No,No
160,2019-01-02 22:40,20,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,14523000,5,Wednesday,No,No
161,2019-01-02 23:00,20,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,29048000,364,Wednesday,No,No
162,2019-01-02 23:20,20,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,46224000,579,Wednesday,No,No
163,2019-01-02 23:40,20,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,31298000,392,Wednesday,No,No
164,2019-01-03 0:00,20,테이트 남성 셀린니트3종,의류,39900,7329000,184,Thursday,No,No
165,2019-01-03 0:00,20,테이트 여성 셀린니트3종,의류,39900,12050000,303,Thursday,No,No
166,2019-01-03 0:20,20,테이트 남성 셀린니트3종,의류,39900,10481000,263,Thursday,No,No
167,2019-01-03 0:20,20,테이트 여성 셀린니트3종,의류,39900,22520000,565,Thursday,No,No
168,2019-01-03 1:00,20,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,13185000,224,Thursday,No,No
169,2019-01-03 1:20,20,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,17348000,295,Thursday,No,No
170,2019-01-03 1:40,17,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,24910000,423,Thursday,No,No
171,2019-01-03 6:00,20,에펨 여성 미들퍼부츠,잡화,39800,2450000,62,Thursday,No,No
172,2019-01-03 6:00,20,에펨 남성 미들퍼부츠,잡화,49800,2645000,54,Thursday,No,No
173,2019-01-03 6:20,20,에펨 여성 미들퍼부츠,잡화,39800,5609000,141,Thursday,No,No
174,2019-01-03 6:20,20,에펨 남성 미들퍼부츠,잡화,49800,3874000,78,Thursday,No,No
175,2019-01-03 6:40,20,에펨 여성 미들퍼부츠,잡화,39800,9045000,228,Thursday,No,No
176,2019-01-03 6:40,20,에펨 남성 미들퍼부츠,잡화,49800,6162000,124,Thursday,No,No
177,2019-01-03 7:00,20,천연담아 명품다시팩 100포,농수축,39900,20546000,515,Thursday,No,No
178,2019-01-03 7:20,20,천연담아 명품다시팩 100포,농수축,39900,26917000,675,Thursday,No,No
179,2019-01-03 7:40,20,천연담아 명품다시팩 100포,농수축,39900,35153000,882,Thursday,No,No
180,2019-01-03 8:00,20,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,13665000,173,Thursday,No,No
181,2019-01-03 8:20,20,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,26788000,340,Thursday,No,No
182,2019-01-03 8:40,20,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,36208000,459,Thursday,No,No
183,2019-01-03 9:00,20,로베르타 디 까메리노 노벨라백 2종,잡화,39000,17518000,450,Thursday,No,No
184,2019-01-03 9:20,20,로베르타 디 까메리노 노벨라백 2종,잡화,39000,19488000,500,Thursday,No,No
185,2019-01-03 9:40,20,로베르타 디 까메리노 노벨라백 2종,잡화,39000,36253000,930,Thursday,No,No
186,2019-01-03 10:00,30,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,32763000,301,Thursday,No,No
187,2019-01-03 10:30,30,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,70140000,644,Thursday,No,No
188,2019-01-03 11:00,20,보코 리버시블 무스탕,의류,79000,16785000,213,Thursday,No,No
189,2019-01-03 11:20,20,보코 리버시블 무스탕,의류,79000,32391000,411,Thursday,No,No
190,2019-01-03 11:40,20,보코 리버시블 무스탕,의류,79000,35613000,451,Thursday,No,No
191,2019-01-03 12:00,20,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,18481000,268,Thursday,No,No
192,2019-01-03 12:20,20,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,24779000,360,Thursday,No,No
193,2019-01-03 12:40,20,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,45269000,657,Thursday,No,No
194,2019-01-03 13:00,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,30273000,761,Thursday,No,No
195,2019-01-03 13:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,41669000,1047,Thursday,No,No
196,2019-01-03 13:40,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,44782000,1126,Thursday,No,No
197,2019-01-03 14:00,20,한일 대용량 스텐 분쇄믹서기,주방,109800,22816000,208,Thursday,No,No
198,2019-01-03 14:20,20,한일 대용량 스텐 분쇄믹서기,주방,109800,47947000,437,Thursday,No,No
199,2019-01-03 14:40,20,한일 대용량 스텐 분쇄믹서기,주방,109800,49139000,448,Thursday,No,No
200,2019-01-03 15:00,20,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,13222000,61,Thursday,No,No
201,2019-01-03 15:00,20,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,9656000,47,Thursday,No,No
202,2019-01-03 15:00,20,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,1530000,8,Thursday,No,No
203,2019-01-03 15:00,20,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,4272000,22,Thursday,No,No
204,2019-01-03 15:20,20,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,31827000,146,Thursday,No,No
205,2019-01-03 15:20,20,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,24436000,118,Thursday,No,No
206,2019-01-03 15:20,20,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,5224000,26,Thursday,No,No
207,2019-01-03 15:20,20,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,6379000,33,Thursday,No,No
208,2019-01-03 15:40,20,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,16324000,75,Thursday,No,No
209,2019-01-03 15:40,20,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,25184000,122,Thursday,No,No
210,2019-01-03 15:40,20,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,6693000,33,Thursday,No,No
211,2019-01-03 15:40,20,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,3576000,19,Thursday,No,No
212,2019-01-03 16:00,20,청정수산 완도활전복 35미,농수축,59900,26611000,445,Thursday,No,No
213,2019-01-03 16:20,20,청정수산 완도활전복 35미,농수축,59900,47757000,798,Thursday,No,No
214,2019-01-03 16:40,20,청정수산 완도활전복 35미,농수축,59900,59853000,1000,Thursday,No,No
215,2019-01-03 17:00,20,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,16350000,269,Thursday,No,No
216,2019-01-03 17:20,20,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,33015000,543,Thursday,No,No
217,2019-01-03 17:40,20,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,27284000,449,Thursday,No,No
218,2019-01-03 18:00,20,영산포숙성 홍어8팩+무침3통,농수축,40900,29976000,733,Thursday,No,No
219,2019-01-03 18:20,20,영산포숙성 홍어8팩+무침3통,농수축,40900,51728000,1265,Thursday,No,No
220,2019-01-03 18:40,20,영산포숙성 홍어8팩+무침3통,농수축,40900,67200000,1644,Thursday,No,No
221,2019-01-03 19:00,20,푸마 INNO 심리스 드로즈 (6차),속옷,89000,11888000,134,Thursday,No,No
222,2019-01-03 19:00,20,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,1879000,22,Thursday,No,No
223,2019-01-03 19:00,20,푸마 NEW 트렁크 패키지,속옷,89000,3419000,39,Thursday,No,No
224,2019-01-03 19:20,20,푸마 INNO 심리스 드로즈 (6차),속옷,89000,19216000,216,Thursday,No,No
225,2019-01-03 19:20,20,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,7147000,81,Thursday,No,No
226,2019-01-03 19:20,20,푸마 NEW 트렁크 패키지,속옷,89000,2252000,26,Thursday,No,No
227,2019-01-03 19:40,20,푸마 INNO 심리스 드로즈 (6차),속옷,89000,40329000,454,Thursday,No,No
228,2019-01-03 19:40,20,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,4871000,55,Thursday,No,No
