방송일시,노출(분),상품명,상품군,판매단가,취급액,요일,휴일,공휴일,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
2019-11-24 17:00,20,일시불 쿠쿠전기밥솥 10인용 (QS),9,1,106986000,Sunday,Yes,No,2,1,7.4,19.6,12.8,1.2,25,104.87,17:00:00,102,59,0,1,6
2019-12-16 13:00,20,무이자 쿠쿠전기밥솥 6인용(QS),9,1,5524000,Monday,No,No,2,0,1,14.1,7.1,0,28,105.12,13:00:00,78,59,0,0,0
2019-11-15 12:00,20,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),3,0,47363000,Friday,No,No,2,2,-1,14,7.2,3.6,29,104.87,12:00:00,72,0,0,0,4
2019-06-23 19:20,20,무이자  린나이 자동불꽃조절 가스레인지 2구,9,1,10486000,Sunday,Yes,No,2,0,16.4,27.3,21.6,0.3,17,104.88,19:20:00,116,12,0,1,6
2019-10-11 12:20,20,발렌티노루디 헤링본 리빙박스 6종,4,0,29456000,Friday,No,No,2,2,11.9,24.8,17.9,0,28,105.46,12:20:00,74,74,0,0,4
2019-08-11 23:00,20,일시불 올리고 가스와이드그릴  프리미엄형,9,0,8880000,Sunday,Yes,No,2,1,24.8,32.3,28.3,8,20,104.81,23:00:00,138,40,0,1,6
2019-09-07 6:00,20,[2세트] 중외신약 빠르카 통증패치,4,0,23037000,Saturday,Yes,No,2,2,22.6,29.1,25.8,12.3,20,105.2,6:00:00,36,0,0,1,5
2019-11-04 20:00,20,USPA화이트라벨 여성모크넥세트,6,0,12391000,Monday,No,No,1,2,7.6,18.9,12.5,0.2,22,104.87,20:00:00,120,0,0,0,0
2019-09-18 9:40,20,스팀큐다리미,4,0,35692000,Wednesday,No,No,2,2,15.4,27.9,21,0,24,105.2,9:40:00,58,0,0,0,2
2019-09-10 18:40,20,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,8643000,Tuesday,No,No,2,0,22.5,29.6,25.4,15.3,22,105.2,18:40:00,112,4,0,0,1
2019-11-28 11:20,10,고칼슘검은콩두유48팩+호두아몬드 두유48팩,3,0,18449000,Thursday,No,No,2,2,0.3,10.4,4.7,3.1,25,104.87,11:20:00,68,57,0,0,3
2019-08-10 23:00,20,코몽트 남성 메쉬티셔츠 7종,6,0,44490000,Saturday,Yes,No,0,2,24.5,33.4,28.6,0,23,104.81,23:00:00,138,46,0,1,5
2019-09-08 22:00,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,3,0,Sunday,Yes,No,2,2,21.8,28.5,24.6,0.8,24,105.2,22:00:00,132,8,0,1,6
2019-09-13 20:00,20,에트로 아르니카 토트백 (1H963-2734),8,2,1229000,Friday,No,Yes,2,2,17.1,27.4,21.7,0,14,105.2,20:00:00,120,30,1,0,4
2019-10-15 14:40,20,[RYN] 린 남성 뉴웨이브 스니커즈,8,0,13479000,Tuesday,No,No,2,2,8.5,18.8,13.3,1.2,21,105.46,14:40:00,88,92,0,0,1
2019-05-01 18:00,20,파뷔에 항균도마 1+1세트,9,0,22612000,Wednesday,No,No,2,2,10.1,22.1,15.4,0,48,105.05,18:00:00,108,72,0,0,2
2019-09-26 0:10,10,[페플럼제이] 19Fall' 시그니처 수트+베스트 컬렉션 3종 set,6,0,11096000,Thursday,No,No,2,2,16,26.2,20.4,0,25,105.2,0:10:00,1,84,0,0,3
2019-04-16 22:40,20,일시불 삼성 UHD TV UN55NU7050F,1,3,18058000,Tuesday,No,No,2,1,4.3,23.3,14.2,0,38,104.87,22:40:00,136,1,0,0,1
2019-09-28 20:40,20,(점보형)일월 온수 카페트매트,4,1,5396000,Saturday,Yes,No,2,2,19.3,27.4,22.5,1.8,25,105.2,20:40:00,124,111,0,1,5
2019-11-13 22:40,20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,0,3,7660000,Wednesday,No,No,2,2,3.7,13.9,8.9,2.8,30,104.87,22:40:00,136,8,0,0,2
2019-10-01 9:30,30,[루이띠에] 18K 베르니아 귀걸이,8,2,2703000,Tuesday,No,No,2,2,18.4,24.9,21.5,9.4,32,105.46,9:30:00,57,0,0,0,1
2019-05-23 8:20,20,NNF 와이드데님팬츠 2종,6,0,53755000,Thursday,No,No,2,2,12.8,29,20.9,0,50,105.05,8:20:00,50,42,0,0,3
2019-05-12 11:20,20,무이자 대우전자 벽걸이 에어컨 TDOZ-S10JK,1,3,3517000,Sunday,Yes,Yes,2,0,11.1,26,18.4,0,36,105.05,11:20:00,68,7,1,1,6
2019-08-11 19:30,30,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,4,1,41022000,Sunday,Yes,No,2,0,24.8,32.3,28.3,8,20,104.81,19:30:00,117,80,0,1,6
2019-09-17 0:30,30,[루이띠에] 18k 그레이스 골드 반지,8,2,2571000,Tuesday,No,No,2,2,15.5,27.8,21.3,0,19,105.2,0:30:00,3,75,0,0,1
2019-05-17 20:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,6938000,Friday,No,No,2,2,15,27.3,21.3,1.7,37,105.05,20:00:00,120,5,0,0,4
2019-01-28 20:40,20,카파 런닝 패키지 9종,5,0,2059000,Monday,No,No,2,2,-2.6,7.2,2.6,0.2,57,104.24,20:40:00,124,53,0,0,0
2019-12-25 8:20,20,일시불  쿠쿠전기밥솥 6인용(QS),9,1,3773000,Wednesday,No,Yes,2,1,-3.2,10.9,3.5,0,33,105.12,8:20:00,50,59,1,0,2
2019-01-04 16:20,20,하늘내린 용대리황태10미,3,0,40568000,Friday,No,No,2,2,-7.3,5.3,-0.7,0,38,104.24,16:20:00,98,0,0,0,4
2019-02-02 11:40,20,일시불 LG전자 매직스페이스 냉장고,1,4,15656000,Saturday,Yes,No,2,1,-4.8,8.5,2.1,0,46,104.69,11:40:00,70,9,0,1,5
2019-06-21 11:00,30,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),5,0,34342000,Friday,No,No,2,2,18.5,28.7,22.8,1.9,25,104.88,11:00:00,66,65,0,0,4
2019-07-13 12:40,20,코몽트 남성 메쉬티셔츠 7종,6,0,74709000,Saturday,Yes,No,0,2,20.1,27.8,23.3,1.6,24,104.56,12:40:00,76,46,0,1,5
2019-01-19 14:40,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,22960000,Saturday,Yes,No,2,1,-2.7,9.3,2.9,0.2,56,104.24,14:40:00,88,1,0,1,5
2019-07-14 9:20,20,코치 리스틀릿,8,1,14975000,Sunday,Yes,No,2,2,20.2,29.1,23.9,2.1,27,104.56,9:20:00,56,0,0,1,6
2019-05-12 23:20,20,(일)한샘 모데나 프리미엄 슬라이딩 붙박이장(3.2m),0,4,7354000,Sunday,Yes,Yes,2,2,11.1,26,18.4,0,36,105.05,23:20:00,140,0,1,1,6
2019-09-16 23:00,20,일시불 선일금고 이볼브 시리즈 EV-020,4,2,2842000,Monday,No,No,2,1,18.1,28.2,22.4,0.2,17,105.2,23:00:00,138,0,0,0,0
2019-05-16 8:40,20,바로바로 무선청소기,4,0,32054000,Thursday,No,No,2,2,14.6,28.9,21.4,0,43,105.05,8:40:00,52,96,0,0,3
2019-06-29 1:40,20,테이트 남성 오가닉티셔츠6종,6,0,2620000,Saturday,Yes,No,0,2,19.9,24.1,21.6,31.7,20,104.88,1:40:00,10,46,0,1,5
2019-10-16 11:00,20,임성근의 녹용도가니탕 풀세트,3,0,24097000,Wednesday,No,No,2,2,8.1,20.4,13.3,0,24,105.46,11:00:00,66,47,0,0,2
2019-01-16 21:20,20,무이자 LG 통돌이 세탁기,1,2,31871000,Wednesday,No,No,2,0,-7.9,1.7,-3.2,0,36,104.24,21:20:00,128,10,0,0,2
2019-05-11 21:00,20,(일) 삼익가구 LED 제니비 서랍형 침대 Q,0,2,4223000,Saturday,Yes,No,2,2,10.2,27.3,18.5,0,40,105.05,21:00:00,126,3,0,1,5
2019-01-05 11:00,20,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,6,0,27914000,Saturday,Yes,No,0,2,-4.6,5.3,0.2,0,47,104.24,11:00:00,66,110,0,1,5
2019-03-29 1:20,20,무이자[가이거] 무빙스타 다이아몬드 워치,8,1,8461000,Friday,No,No,2,0,5,17,10.6,0,33,104.49,1:20:00,8,107,0,0,4
2019-12-18 10:40,20,무이자 클란츠 멀티쿡,9,0,18564000,Wednesday,No,No,2,0,1.8,8.5,4.6,0.4,27,105.12,10:40:00,64,0,0,0,2
2019-09-27 6:40,20,푸마 웜셀(WARM CELL) 데일리 홈웨어 6종 (남성용),5,0,10987000,Friday,No,No,2,2,16.8,26.9,21.4,1.5,26,105.2,6:40:00,40,0,0,0,4
2019-01-14 13:00,20,안동간고등어 20팩,3,0,35000000,Monday,No,No,2,2,-4.1,7.5,1,0,98,104.24,13:00:00,78,17,0,0,0
2019-01-08 17:20,20,바다먹자 국내산 손질꽃게 7팩,3,0,38704000,Tuesday,No,No,2,2,-4.8,4.2,-0.7,0,37,104.24,17:20:00,104,104,0,0,1
2019-04-22 22:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,2,30049000,Monday,No,No,2,2,10.2,25.6,17.6,0,49,104.87,22:40:00,136,5,0,0,0
2019-11-24 22:40,20,라쉬반 레알마드리드 에디션 드로즈 패키지(+캐리어),5,0,9347000,Sunday,Yes,No,2,2,7.4,19.6,12.8,1.2,25,104.87,22:40:00,136,20,0,1,6
2019-01-07 9:00,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,17000000,Monday,No,No,2,2,-6.3,5.5,-0.5,0,39,104.24,9:00:00,54,87,0,0,0
2019-10-20 14:40,20,메디아글램 카이만엠보 소가죽 토트백 (+클러치백+폼폼이),8,0,25578000,Sunday,Yes,No,2,2,10.4,22.6,15.1,0,27,105.46,14:40:00,88,30,0,1,6
2019-03-29 0:00,20,테이트 여성 SS 트렌치재킷,6,0,9830000,Friday,No,No,1,2,5,17,10.6,0,33,104.49,0:00:00,0,0,0,0,4
2019-09-06 21:20,20,일시불 삼성 UHD TV UN65RU7150FXKR,1,4,0,Friday,No,No,2,1,22.1,28.9,25.4,2.9,17,105.2,21:20:00,128,1,0,0,4
2019-07-23 14:40,20,소들녘 소 갈비탕 10팩,3,0,41136000,Tuesday,No,No,2,2,24.2,32.8,27.9,0,21,104.56,14:40:00,88,82,0,0,1
2019-12-13 19:40,20,임성근의 녹용도가니탕 풀세트,3,0,48448000,Friday,No,No,2,2,-4.6,8.1,1.6,0.1,24,105.12,19:40:00,118,47,0,0,4
2019-01-22 20:20,20,무이자 삼성 건조기 9kg 화이트 DV90M53B0QW,1,3,6395000,Tuesday,No,No,2,0,-3.2,9,2.6,0,52,104.24,20:20:00,122,0,0,0,1
2019-05-06 8:20,20,[안드레아바나]리얼카이만 악어 토트백,8,2,19800000,Monday,No,Yes,2,2,8.3,20.3,14,0.1,37,105.05,8:20:00,50,30,1,0,0
2019-03-04 21:20,20,바로바로 무선청소기,4,0,46431000,Monday,No,No,2,2,3.9,15.2,8.8,0,89,104.49,21:20:00,128,96,0,0,0
2019-01-23 21:40,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,38702000,Wednesday,No,No,2,1,-2.2,9.6,3.1,0,58,104.24,21:40:00,130,13,0,0,2
2019-11-07 15:50,30,[루이띠에] 18K 베르니아 팔찌,8,4,22442000,Thursday,No,No,2,2,5.7,16.9,10.8,0,34,104.87,15:50:00,95,37,0,0,3
2019-04-14 21:00,20,일시불 LG 통돌이 세탁기,1,2,54273000,Sunday,Yes,No,2,1,6.3,14.7,10.2,0.8,31,104.87,21:00:00,126,10,0,1,6
2019-08-14 18:20,20,임성근의 녹용도가니탕 풀세트,3,0,39151000,Wednesday,No,No,2,2,24.7,33,28.6,1.2,19,104.81,18:20:00,110,47,0,0,2
2019-05-17 19:00,20,젠트웰 스트레치 통풍 메쉬 자켓 1종,6,0,17316000,Friday,No,No,2,2,15,27.3,21.3,1.7,37,105.05,19:00:00,114,79,0,0,4
2019-06-06 0:00,20,프라다 테스토 크로스백,8,3,8439000,Thursday,No,Yes,2,2,16.9,26.9,21.1,20.7,39,104.88,0:00:00,0,28,1,0,3
2019-02-08 6:40,20,파시노 이지앤퀵 빗살 뿌리펌,7,0,22585000,Friday,No,No,2,2,-5.9,3.2,-2,0,24,104.69,6:40:00,40,0,0,0,4
2019-03-06 13:40,20,코튼데이 유기농 순면 마스크 KF94 60매,4,0,96564000,Wednesday,No,No,2,2,4.7,14.3,8.8,1,95,104.49,13:40:00,82,0,0,0,2
2019-01-29 23:20,20,카파 런닝 패키지 9종,5,0,8692000,Tuesday,No,No,2,2,-6.5,8.1,0,0,57,104.24,23:20:00,140,53,0,0,1
2019-05-02 17:00,20,[바다원] 더 그릴 3종 아구채4팩+양태채2팩+쥐포채2팩 + 소스8팩,3,0,14456000,Thursday,No,No,2,2,8.3,24.1,16,0,56,105.05,17:00:00,102,61,0,0,3
2019-11-14 1:20,20,일시불 센스락무선진공포장기,9,0,4223000,Thursday,No,No,2,1,-0.7,8.6,3.7,0,24,104.87,1:20:00,8,0,0,0,3
2019-03-04 1:00,20,마리노블 밍크 퍼 베스트,6,1,3396000,Monday,No,No,2,2,3.9,15.2,8.8,0,89,104.49,1:00:00,6,84,0,0,0
2019-04-16 6:40,20,스피드랙 베이직 4단 1+1,4,0,23934000,Tuesday,No,No,2,2,4.3,23.3,14.2,0,38,104.87,6:40:00,40,0,0,0,1
2019-12-30 1:00,20,뉴트리원 다이어트 구미 시즌2,2,0,28592000,Monday,No,No,2,2,0.1,9.8,5,0.9,24,105.12,1:00:00,6,0,0,0,0
2019-07-12 15:40,20,레드캠프 여성 썸머 기능성 셔츠 7종 패키지,6,0,15358000,Friday,No,No,1,2,19.6,27.9,23.2,0.4,16,104.56,15:40:00,94,0,0,0,4
2019-09-16 10:00,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트(앱할인),6,4,8413000,Monday,No,No,2,2,18.1,28.2,22.4,0.2,17,105.2,10:00:00,60,99,0,0,0
2019-01-07 12:40,20,(도냄)일시불  쿠쿠전기밥솥 6인용,9,1,7791000,Monday,No,No,2,1,-6.3,5.5,-0.5,0,39,104.24,12:40:00,76,59,0,0,0
2019-05-03 20:20,20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,0,3,18302000,Friday,No,No,2,2,7.6,25.9,16.7,0,44,105.05,20:20:00,122,8,0,0,4
2019-05-08 21:00,20,일시불 LG 통돌이 세탁기,1,2,13710000,Wednesday,No,No,2,1,7.2,22.9,15.7,0,38,105.05,21:00:00,126,10,0,0,2
2019-02-08 12:40,20,멋진밥상 흥양농협 햅쌀 20kg,3,0,55347000,Friday,No,No,2,2,-5.9,3.2,-2,0,24,104.69,12:40:00,76,76,0,0,4
2019-02-10 6:40,20,달바 화이트 트러플 퍼스트 인텐시브 세럼,7,0,13150000,Sunday,Yes,No,2,2,-6.3,3.2,-1.4,0,29,104.69,6:40:00,40,0,0,1,6
2019-10-19 22:00,20,(특대)한솔 뉴청맥 온열 카페트매트,4,1,19162000,Saturday,Yes,No,2,2,11.6,22.6,16.2,0.2,22,105.46,22:00:00,132,111,0,1,5
2019-03-22 15:00,20,삭루츠 크로스바디 백(TQ12),8,0,10778000,Friday,No,No,2,2,1.6,10.5,5.2,0,35,104.49,15:00:00,90,0,0,0,4
2019-01-01 6:00,20,테이트 여성 셀린니트3종,6,0,4371000,Tuesday,No,Yes,1,2,-5.8,2.1,-2.1,0.1,26,104.24,6:00:00,36,36,1,0,1
2019-08-16 22:00,20,무이자 LG전자 매직스페이스 냉장고,1,4,24734000,Friday,No,No,2,0,23.3,30.7,26.4,1.9,21,104.81,22:00:00,132,9,0,0,4
2019-10-06 9:20,20,노와 멀티 만능 다지기,9,0,16657000,Sunday,Yes,No,2,2,13.4,21.8,17.3,0,16,105.46,9:20:00,56,0,0,1,6
2019-10-10 7:20,20,IH 옛 가마솥 세트,9,0,32995000,Thursday,No,No,2,2,8.6,21.6,14.9,0,21,105.46,7:20:00,44,0,0,0,3
2019-11-27 22:40,20,(킹사이즈)일월 품안애 온수매트,4,1,3911000,Wednesday,No,No,2,2,2.6,9.7,6.2,1,26,104.87,22:40:00,136,15,0,0,2
2019-11-24 16:20,20,일시불  쿠쿠전기밥솥 6인용(QS),9,1,5302000,Sunday,Yes,No,2,1,7.4,19.6,12.8,1.2,25,104.87,16:20:00,98,59,0,1,6
2019-05-15 22:00,20,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1,5,0,Wednesday,No,No,2,0,14.3,27.3,20.3,0,42,105.05,22:00:00,132,7,0,0,2
2019-04-21 21:20,20,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,6,0,15585000,Sunday,Yes,No,1,2,12,22.1,16.5,0.1,30,104.87,21:20:00,128,0,0,1,6
2019-05-29 6:20,20,뉴질랜드 초록입홍합 환 100%,2,0,17883000,Wednesday,No,No,2,2,11.1,27.4,19.7,0,33,105.05,6:20:00,38,0,0,0,2
2019-07-24 9:30,30,프라다 비텔로 피닉스 토트백,8,4,3346000,Wednesday,No,No,2,2,24.8,29.7,26.8,0.5,19,104.56,9:30:00,57,30,0,0,2
2019-08-06 7:00,20,참존 탑뉴스 지이링클 기초세트,7,0,20991000,Tuesday,No,No,2,2,23.8,32.1,27.6,10.9,28,104.81,7:00:00,42,0,0,0,1
2019-02-02 1:00,20,무이자[가이거] 제니스시계 주얼리세트,8,1,3477000,Saturday,Yes,No,2,0,-4.8,8.5,2.1,0,46,104.69,1:00:00,6,0,0,1,5
2019-01-21 9:00,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,0,22823000,Monday,No,No,2,2,-5.5,6.2,0.5,0,29,104.24,9:00:00,54,73,0,0,0
2019-09-29 9:20,20,실크테라피 오리지널 에센스 패키지,7,0,36871000,Sunday,Yes,No,2,2,18,28.5,22.2,0.1,30,105.2,9:20:00,56,0,0,1,6
2019-06-14 7:00,20,실크트리 풍기인견 썸머 풀코디 이지웨어세트,5,0,9773000,Friday,No,No,2,2,16.8,24.7,20.2,2.3,25,104.88,7:00:00,42,0,0,0,4
2019-08-03 8:20,20,코몽트 남성 프린트티셔츠8종,6,0,53259000,Saturday,Yes,No,0,2,24.2,34.1,28.3,0.5,23,104.81,8:20:00,50,46,0,1,5
2019-02-03 22:00,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,4,11465000,Sunday,Yes,No,2,0,2.6,9.8,5.6,12.8,34,104.69,22:00:00,132,13,0,1,6
2019-06-10 10:20,20,보몽드 샐비어 시어서커 리플 침구세트 Q,10,0,17411000,Monday,No,No,2,2,15.3,22.2,18.3,4,15,104.88,10:20:00,62,11,0,0,0
2019-10-02 14:00,20,삭루츠 F/W 크로스바디 백(TQ12),8,0,5766000,Wednesday,No,No,2,2,19.8,22.9,21.1,106.3,22,105.46,14:00:00,84,0,0,0,2
2019-07-31 13:00,20,소들녘 소 갈비탕 10팩,3,0,26281000,Wednesday,No,No,2,2,25.2,32.2,28.4,6,15,104.56,13:00:00,78,82,0,0,2
2019-10-09 22:20,20,무이자 LG전자 매직스페이스 냉장고,1,4,37123000,Wednesday,No,Yes,2,0,6.8,21.2,13.3,0,24,105.46,22:20:00,134,9,1,0,2
2019-06-23 18:20,20,뱅뱅 남성 아웃도어 팬츠3종(2018 S/S),6,0,9051000,Sunday,Yes,No,0,2,16.4,27.3,21.6,0.3,17,104.88,18:20:00,110,42,0,1,6
2019-06-05 22:20,20,(일)[보루네오] 피올레 천연소가죽 소파 4인용,0,3,19161000,Wednesday,No,No,2,2,16.8,29.9,22.9,0,32,104.88,22:20:00,134,8,0,0,2
2019-03-10 19:40,20,(일)3인용 한샘 뉴퍼스티지R 리클라이너,0,4,3827000,Sunday,Yes,No,2,2,3.8,11.9,7.8,7.9,30,104.49,19:40:00,118,0,0,1,6
2019-11-27 2:00,20,프리미엄 클린샤워,7,0,20321000,Wednesday,No,No,2,2,2.6,9.7,6.2,1,26,104.87,2:00:00,12,0,0,0,2
2019-08-24 21:40,20,일시불 종근당건강 락토핏 생유산균골드 단하루,2,0,21706000,Saturday,Yes,No,2,1,18.9,27.6,22.8,0,23,104.81,21:40:00,130,32,0,1,5
2019-06-09 16:40,20,무이자 에지리 스텐큐브 프라이팬,9,1,54412000,Sunday,Yes,No,2,0,16.1,25,19.7,1.5,22,104.88,16:40:00,100,41,0,1,6
2019-07-21 21:40,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,2,20711000,Sunday,Yes,No,2,2,22.6,27.8,24.8,20,19,104.56,21:40:00,130,18,0,1,6
2019-08-05 0:20,20,[무이자] 가이거 무빙스타 다이아몬드 워치+보석함,8,0,689000,Monday,No,No,2,0,24.2,34.6,28.8,0.7,32,104.81,0:20:00,2,107,0,0,0
2019-08-06 17:40,20,AAB의 소곱창전골 800g x 8팩,3,0,68386000,Tuesday,No,No,2,2,23.8,32.1,27.6,10.9,28,104.81,17:40:00,106,26,0,0,1
2019-02-02 23:20,20,카파 런닝 패키지 9종,5,0,13440000,Saturday,Yes,No,2,2,-4.8,8.5,2.1,0,46,104.69,23:20:00,140,53,0,1,5
2019-04-25 16:00,20,안동간고등어 20팩,3,0,36074000,Thursday,No,No,2,2,10.2,17,13.5,4.5,38,104.87,16:00:00,96,17,0,0,3
2019-11-09 7:20,20,CERINI by PAT 남성 니트 스웨터 4종,6,0,17669000,Saturday,Yes,No,0,2,1.6,17.3,8.5,0.1,32,104.87,7:20:00,44,36,0,1,5
2019-08-18 12:00,20,알비에로 마르티니 1A클라쎄 프리다 숄더백,8,1,0,Sunday,Yes,No,2,2,21.1,30.8,25.3,0,24,104.81,12:00:00,72,29,0,1,6
2019-09-22 7:40,20,노와 멀티 만능 다지기 1+1세트,9,0,55851000,Sunday,Yes,No,2,2,16.1,19.1,17.5,65.1,16,105.2,7:40:00,46,0,0,1,6
2019-02-20 22:00,20,일시불 삼성 UHD TV UN65NU7010FXKR,1,4,0,Wednesday,No,No,2,1,-0.5,7,2.8,0,42,104.69,22:00:00,132,1,0,0,2
2019-02-18 0:20,20,크로커다일 풀커버 레이스 브라팬티 4세트,5,0,17303000,Monday,No,No,2,2,-4.4,7.5,2.2,0.1,29,104.69,0:20:00,2,65,0,0,0
2019-02-24 12:40,20,일시불 선일금고 이볼브 시리즈 EV-020,4,2,4467000,Sunday,Yes,No,2,1,-1.5,14.3,6.1,0,44,104.69,12:40:00,76,0,0,1,6
2019-04-06 6:00,20,컬럼비아 여성 베이스레이어 5종,5,0,3645000,Saturday,Yes,No,2,2,3.4,19,11.6,0.6,56,104.87,6:00:00,36,0,0,1,5
2019-06-28 22:20,20,[라쉬반］FC바로셀로나 에디션 드로즈SET,5,0,54572000,Friday,No,No,2,2,20.7,28.1,23.6,0.8,24,104.88,22:20:00,134,6,0,0,4
2019-07-03 6:00,20,헤드 액티브 브라탑 패키지,5,0,7631000,Wednesday,No,No,2,2,18.4,28.5,23.1,0,25,104.56,6:00:00,36,66,0,0,2
2019-01-25 10:20,20,해피콜  IH 진공 스텐 냄비 에디션,9,0,43936000,Friday,No,No,2,2,-5.1,5.5,-0.4,0,33,104.24,10:20:00,62,0,0,0,4
2019-09-24 11:20,20,국내산 손질 통오징어 21미,3,0,57055000,Tuesday,No,No,2,2,12.6,25,17.8,0,22,105.2,11:20:00,68,55,0,0,1
2019-05-14 11:00,20,무이자 쿠쿠전기밥솥 10인용,9,1,9779000,Tuesday,No,No,2,0,13.9,26.6,19.8,0,37,105.05,11:00:00,66,59,0,0,1
2019-10-07 17:20,20,김정배 명인 젓갈세트 8통,3,0,72406000,Monday,No,No,2,2,13.8,17.7,15.5,8.6,15,105.46,17:20:00,104,0,0,0,0
2019-12-26 9:20,20,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,2,22619000,Thursday,No,No,2,2,1.4,6.1,3.7,1.1,32,105.12,9:20:00,56,67,0,0,3
2019-05-30 23:40,20,무이자 대우전자 벽걸이 에어컨 TDOZ-S10JK,1,3,6983000,Thursday,No,No,2,0,12.7,27.6,20.5,0.1,34,105.05,23:40:00,142,7,0,0,3
2019-05-30 7:20,20,NNF 와이드데님팬츠 2종,6,0,36828000,Thursday,No,No,2,2,12.7,27.6,20.5,0.1,34,105.05,7:20:00,44,42,0,0,3
2019-01-02 16:20,20,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",3,0,9744000,Wednesday,No,No,2,2,-7,3.2,-2.5,0,24,104.24,16:20:00,98,0,0,0,2
2019-04-07 15:00,30,무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,1,5,15157000,Sunday,Yes,No,2,0,7.4,18.4,12.5,2.8,43,104.87,15:00:00,90,7,0,1,6
