,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일
26,2019-01-01 14:00,30,그렉노먼 여성 구스다운 롱 벤치코트,6,0,20841000,176,Tuesday,No,Yes
27,2019-01-01 14:30,30,그렉노먼 남성 구스다운 롱 벤치코트,6,0,40526000,341,Tuesday,No,Yes
28,2019-01-01 14:30,30,그렉노먼 여성 구스다운 롱 벤치코트,6,0,47294000,398,Tuesday,No,Yes
29,2019-01-01 15:00,20,뽕셰프 이봉원 특갈비탕 12팩,3,0,14113000,232,Tuesday,No,Yes
30,2019-01-01 15:20,20,뽕셰프 이봉원 특갈비탕 12팩,3,0,32395000,532,Tuesday,No,Yes
31,2019-01-01 15:40,20,뽕셰프 이봉원 특갈비탕 12팩,3,0,39669000,652,Tuesday,No,Yes
32,2019-01-01 16:00,20,국내산 손질갑오징어 8팩,3,0,60787000,1219,Tuesday,No,Yes
33,2019-01-01 16:20,20,국내산 손질갑오징어 8팩,3,0,115457000,2314,Tuesday,No,Yes
34,2019-01-01 16:40,20,멋진밥상 흥양농협 햅쌀 20kg,3,0,83893000,1376,Tuesday,No,Yes
35,2019-01-01 17:00,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,42239000,1062,Tuesday,No,Yes
36,2019-01-01 17:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,73494000,1847,Tuesday,No,Yes
37,2019-01-01 17:40,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,107103000,2692,Tuesday,No,Yes
38,2019-01-01 18:00,20,우리바다 손질왕꼬막 24팩,3,0,59050000,1480,Tuesday,No,Yes
39,2019-01-01 18:20,20,우리바다 손질왕꼬막 24팩,3,0,85937000,2154,Tuesday,No,Yes
40,2019-01-01 18:40,20,우리바다 손질왕꼬막 24팩,3,0,101468000,2544,Tuesday,No,Yes
41,2019-01-01 19:00,20,푸마 에어핏 서포트 브라세트 15종+4종,5,0,36620000,308,Tuesday,No,Yes
42,2019-01-01 19:20,20,푸마 에어핏 서포트 브라세트 15종+4종,5,0,69349000,583,Tuesday,No,Yes
43,2019-01-01 19:40,20,푸마 에어핏 서포트 브라세트 15종+4종,5,0,84610000,712,Tuesday,No,Yes
44,2019-01-01 20:00,20,일시불 LG 통돌이 세탁기,1,2,35519000,81,Tuesday,No,Yes
45,2019-01-01 20:00,20,무이자 LG 통돌이 세탁기,1,2,19123000,40,Tuesday,No,Yes
46,2019-01-01 20:20,20,일시불 LG 통돌이 세탁기,1,2,56859000,130,Tuesday,No,Yes
47,2019-01-01 20:20,20,무이자 LG 통돌이 세탁기,1,2,58685000,121,Tuesday,No,Yes
48,2019-01-01 20:40,20,일시불 LG 통돌이 세탁기,1,2,68320000,156,Tuesday,No,Yes
49,2019-01-01 20:40,20,무이자 LG 통돌이 세탁기,1,2,46068000,95,Tuesday,No,Yes
50,2019-01-01 21:00,20,마리노블 밍크 롱코트,6,2,16362000,33,Tuesday,No,Yes
51,2019-01-01 21:20,20,마리노블 밍크 롱코트,6,2,53791000,108,Tuesday,No,Yes
52,2019-01-01 21:40,20,마리노블 밍크 롱코트,6,2,84562000,170,Tuesday,No,Yes
53,2019-01-01 22:00,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,2,38067000,128,Tuesday,No,Yes
54,2019-01-01 22:30,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,2,77764000,261,Tuesday,No,Yes
55,2019-01-01 23:00,20,로베르타 디 까메리노 올레이스 지퍼브라팬티,5,0,23075000,257,Tuesday,No,Yes
56,2019-01-01 23:20,20,로베르타 디 까메리노 올레이스 지퍼브라팬티,5,0,39452000,439,Tuesday,No,Yes
57,2019-01-01 23:40,20,로베르타 디 까메리노 올레이스 지퍼브라팬티,5,0,60010000,668,Tuesday,No,Yes
58,2019-01-02 0:00,20,그렉노먼 남성 캐시터치 터틀넥 4종,6,0,6082000,88,Wednesday,No,No
59,2019-01-02 0:00,20,그렉노먼 여성 캐시터치 터틀넥 4종,6,0,6445000,93,Wednesday,No,No
60,2019-01-02 0:20,20,그렉노먼 남성 캐시터치 터틀넥 4종,6,0,11985000,172,Wednesday,No,No
61,2019-01-02 0:20,20,그렉노먼 여성 캐시터치 터틀넥 4종,6,0,8491000,122,Wednesday,No,No
62,2019-01-02 0:40,20,그렉노먼 남성 캐시터치 터틀넥 4종,6,0,16461000,236,Wednesday,No,No
63,2019-01-02 0:40,20,그렉노먼 여성 캐시터치 터틀넥 4종,6,0,10641000,153,Wednesday,No,No
64,2019-01-02 1:00,20,레이프릴 무빙 맥시풀커버 브라팬티,5,0,9647000,139,Wednesday,No,No
65,2019-01-02 1:20,20,레이프릴 무빙 맥시풀커버 브라팬티,5,0,15516000,222,Wednesday,No,No
66,2019-01-02 1:40,20,레이프릴 무빙 맥시풀커버 브라팬티,5,0,18695000,268,Wednesday,No,No
67,2019-01-02 6:00,20,벨라홈 논슬립 옷걸이 세트,4,0,9605000,323,Wednesday,No,No
68,2019-01-02 6:20,20,벨라홈 논슬립 옷걸이 세트,4,0,11265000,379,Wednesday,No,No
69,2019-01-02 6:40,20,벨라홈 논슬립 옷걸이 세트,4,0,14371000,483,Wednesday,No,No
70,2019-01-02 7:00,20,(직매입) 종근당건강 아이클리어 루테인,2,0,14944000,217,Wednesday,No,No
71,2019-01-02 7:20,20,(직매입) 종근당건강 아이클리어 루테인,2,0,25881000,376,Wednesday,No,No
72,2019-01-02 7:40,20,(직매입) 종근당건강 아이클리어 루테인,2,0,30126000,437,Wednesday,No,No
73,2019-01-02 8:00,20,오모떼 레이스 파운데이션 브라,5,0,11314000,192,Wednesday,No,No
74,2019-01-02 8:20,20,오모떼 레이스 파운데이션 브라,5,0,21397000,363,Wednesday,No,No
75,2019-01-02 8:40,20,오모떼 레이스 파운데이션 브라,5,0,34822000,591,Wednesday,No,No
76,2019-01-02 9:00,20,NNF 쿠션퍼자켓+베스트,6,0,12607000,316,Wednesday,No,No
77,2019-01-02 9:20,20,NNF 쿠션퍼자켓+베스트,6,0,23042000,578,Wednesday,No,No
78,2019-01-02 9:40,20,NNF 쿠션퍼자켓+베스트,6,0,38449000,964,Wednesday,No,No
79,2019-01-02 10:00,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),9,1,7239000,46,Wednesday,No,No
80,2019-01-02 10:00,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,8951000,54,Wednesday,No,No
81,2019-01-02 10:00,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,2118000,15,Wednesday,No,No
82,2019-01-02 10:00,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,2262000,15,Wednesday,No,No
83,2019-01-02 10:20,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),9,1,27223000,173,Wednesday,No,No
84,2019-01-02 10:20,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,13074000,78,Wednesday,No,No
85,2019-01-02 10:20,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,9408000,64,Wednesday,No,No
86,2019-01-02 10:20,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,4507000,29,Wednesday,No,No
87,2019-01-02 10:40,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),9,1,44478000,282,Wednesday,No,No
88,2019-01-02 10:40,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,1,18925000,113,Wednesday,No,No
89,2019-01-02 10:40,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,13024000,88,Wednesday,No,No
90,2019-01-02 10:40,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,1,3368000,22,Wednesday,No,No
91,2019-01-02 11:00,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,2,29763000,100,Wednesday,No,No
92,2019-01-02 11:30,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,2,66392000,223,Wednesday,No,No
93,2019-01-02 12:00,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,1,10107000,43,Wednesday,No,No
94,2019-01-02 12:00,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,1,2270000,10,Wednesday,No,No
95,2019-01-02 12:00,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,9,1,1469000,7,Wednesday,No,No
96,2019-01-02 12:00,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,9,1,2757000,14,Wednesday,No,No
97,2019-01-02 12:20,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,1,17801000,75,Wednesday,No,No
98,2019-01-02 12:20,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,1,17732000,78,Wednesday,No,No
99,2019-01-02 12:20,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,9,1,10627000,49,Wednesday,No,No
100,2019-01-02 12:20,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,9,1,4731000,23,Wednesday,No,No
101,2019-01-02 12:40,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,1,25462000,107,Wednesday,No,No
102,2019-01-02 12:40,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,1,21428000,94,Wednesday,No,No
103,2019-01-02 12:40,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,9,1,6384000,30,Wednesday,No,No
104,2019-01-02 12:40,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,9,1,4095000,20,Wednesday,No,No
105,2019-01-02 13:00,20,하늘내린 용대리황태10미,3,0,29599000,900,Wednesday,No,No
106,2019-01-02 13:20,20,하늘내린 용대리황태10미,3,0,40882000,1243,Wednesday,No,No
107,2019-01-02 13:40,20,하늘내린 용대리황태10미,3,0,42466000,1291,Wednesday,No,No
108,2019-01-02 14:00,30,오모떼 360도 텐션업 레이스 패키지 시즌4,5,0,28456000,262,Wednesday,No,No
109,2019-01-02 14:30,30,오모떼 360도 텐션업 레이스 패키지 시즌4,5,0,56800000,522,Wednesday,No,No
110,2019-01-02 15:00,20,안동간고등어 20팩,3,0,41722000,1351,Wednesday,No,No
111,2019-01-02 15:20,20,안동간고등어 20팩,3,0,43167000,1397,Wednesday,No,No
112,2019-01-02 15:40,20,안동간고등어 20팩,3,0,70322000,2276,Wednesday,No,No
113,2019-01-02 16:00,20,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",3,0,11931000,387,Wednesday,No,No
114,2019-01-02 16:00,20,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",3,0,6694000,217,Wednesday,No,No
115,2019-01-02 16:20,20,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",3,0,16983000,550,Wednesday,No,No
116,2019-01-02 16:20,20,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",3,0,9744000,316,Wednesday,No,No
117,2019-01-02 16:40,20,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",3,0,18931000,613,Wednesday,No,No
118,2019-01-02 16:40,20,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",3,0,11181000,362,Wednesday,No,No
119,2019-01-02 17:00,20,바다먹자 국내산 손질꽃게 7팩,3,0,30903000,516,Wednesday,No,No
120,2019-01-02 17:20,20,바다먹자 국내산 손질꽃게 7팩,3,0,50056000,836,Wednesday,No,No
121,2019-01-02 17:40,20,바다먹자 국내산 손질꽃게 7팩,3,0,49237000,822,Wednesday,No,No
122,2019-01-02 18:00,20,키친플라워 대용량 디지털 에어프라이어 5L,9,0,22422000,250,Wednesday,No,No
123,2019-01-02 18:20,20,키친플라워 대용량 디지털 에어프라이어 5L,9,0,33817000,377,Wednesday,No,No
124,2019-01-02 18:40,20,키친플라워 대용량 디지털 에어프라이어 5L,9,0,44814000,500,Wednesday,No,No
125,2019-01-02 19:00,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,0,25985000,434,Wednesday,No,No
126,2019-01-02 19:20,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,0,36647000,612,Wednesday,No,No
127,2019-01-02 19:40,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,0,65853000,1100,Wednesday,No,No
128,2019-01-02 20:00,20,푸마 코튼 라이크라 드로즈 12종,5,0,18424000,208,Wednesday,No,No
129,2019-01-02 20:00,20,푸마 INNO 심리스 롱드로즈 7종,5,0,422000,5,Wednesday,No,No
130,2019-01-02 20:00,20,푸마 드라이셀라인 뉴 런닝 9종,5,0,1506000,17,Wednesday,No,No
131,2019-01-02 20:20,20,푸마 코튼 라이크라 드로즈 12종,5,0,41096000,462,Wednesday,No,No
132,2019-01-02 20:20,20,푸마 INNO 심리스 롱드로즈 7종,5,0,2575000,29,Wednesday,No,No
133,2019-01-02 20:20,20,푸마 드라이셀라인 뉴 런닝 9종,5,0,3660000,42,Wednesday,No,No
134,2019-01-02 20:40,20,푸마 코튼 라이크라 드로즈 12종,5,0,52885000,595,Wednesday,No,No
135,2019-01-02 20:40,20,푸마 INNO 심리스 롱드로즈 7종,5,0,3029000,35,Wednesday,No,No
136,2019-01-02 20:40,20,푸마 드라이셀라인 뉴 런닝 9종,5,0,4155000,47,Wednesday,No,No
137,2019-01-02 21:00,20,일시불 LG전자 매직스페이스 냉장고,1,4,14485000,11,Wednesday,No,No
138,2019-01-02 21:00,20,무이자 LG전자 매직스페이스 냉장고,1,4,11986000,8,Wednesday,No,No
139,2019-01-02 21:20,20,일시불 LG전자 매직스페이스 냉장고,1,4,25312000,18,Wednesday,No,No
140,2019-01-02 21:20,20,무이자 LG전자 매직스페이스 냉장고,1,4,11960000,8,Wednesday,No,No
141,2019-01-02 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,4,21729000,16,Wednesday,No,No
142,2019-01-02 21:40,20,무이자 LG전자 매직스페이스 냉장고,1,4,23895000,16,Wednesday,No,No
143,2019-01-02 22:00,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,3177000,3,Wednesday,No,No
144,2019-01-02 22:00,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,0,0,Wednesday,No,No
145,2019-01-02 22:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,13796000,8,Wednesday,No,No
146,2019-01-02 22:00,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,10329000,5,Wednesday,No,No
147,2019-01-02 22:00,20,일시불 LG 울트라HD TV 70UK7400KNA,1,6,0,0,Wednesday,No,No
148,2019-01-02 22:00,20,무이자 LG 울트라HD TV 70UK7400KNA,1,6,0,0,Wednesday,No,No
149,2019-01-02 22:20,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,3177000,3,Wednesday,No,No
150,2019-01-02 22:20,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,3541000,3,Wednesday,No,No
151,2019-01-02 22:20,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,32123000,17,Wednesday,No,No
152,2019-01-02 22:20,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,5189000,3,Wednesday,No,No
153,2019-01-02 22:20,20,일시불 LG 울트라HD TV 70UK7400KNA,1,6,0,0,Wednesday,No,No
154,2019-01-02 22:20,20,무이자 LG 울트라HD TV 70UK7400KNA,1,6,0,0,Wednesday,No,No
155,2019-01-02 22:40,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,6305000,5,Wednesday,No,No
156,2019-01-02 22:40,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,6983000,5,Wednesday,No,No
157,2019-01-02 22:40,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,36730000,20,Wednesday,No,No
158,2019-01-02 22:40,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,15468000,8,Wednesday,No,No
159,2019-01-02 22:40,20,일시불 LG 울트라HD TV 70UK7400KNA,1,6,0,0,Wednesday,No,No
160,2019-01-02 22:40,20,무이자 LG 울트라HD TV 70UK7400KNA,1,6,14523000,5,Wednesday,No,No
161,2019-01-02 23:00,20,크로커다일 풀커버 레이스 브라팬티 4세트,5,0,29048000,364,Wednesday,No,No
162,2019-01-02 23:20,20,크로커다일 풀커버 레이스 브라팬티 4세트,5,0,46224000,579,Wednesday,No,No
163,2019-01-02 23:40,20,크로커다일 풀커버 레이스 브라팬티 4세트,5,0,31298000,392,Wednesday,No,No
164,2019-01-03 0:00,20,테이트 남성 셀린니트3종,6,0,7329000,184,Thursday,No,No
165,2019-01-03 0:00,20,테이트 여성 셀린니트3종,6,0,12050000,303,Thursday,No,No
166,2019-01-03 0:20,20,테이트 남성 셀린니트3종,6,0,10481000,263,Thursday,No,No
167,2019-01-03 0:20,20,테이트 여성 셀린니트3종,6,0,22520000,565,Thursday,No,No
168,2019-01-03 1:00,20,푸마 웜셀 기모 치마레깅스 3종,5,0,13185000,224,Thursday,No,No
169,2019-01-03 1:20,20,푸마 웜셀 기모 치마레깅스 3종,5,0,17348000,295,Thursday,No,No
170,2019-01-03 1:40,20,푸마 웜셀 기모 치마레깅스 3종,5,0,24910000,423,Thursday,No,No
171,2019-01-03 6:00,20,에펨 여성 미들퍼부츠,8,0,2450000,62,Thursday,No,No
172,2019-01-03 6:00,20,에펨 남성 미들퍼부츠,8,0,2645000,54,Thursday,No,No
173,2019-01-03 6:20,20,에펨 여성 미들퍼부츠,8,0,5609000,141,Thursday,No,No
174,2019-01-03 6:20,20,에펨 남성 미들퍼부츠,8,0,3874000,78,Thursday,No,No
175,2019-01-03 6:40,20,에펨 여성 미들퍼부츠,8,0,9045000,228,Thursday,No,No
176,2019-01-03 6:40,20,에펨 남성 미들퍼부츠,8,0,6162000,124,Thursday,No,No
177,2019-01-03 7:00,20,천연담아 명품다시팩 100포,3,0,20546000,515,Thursday,No,No
178,2019-01-03 7:20,20,천연담아 명품다시팩 100포,3,0,26917000,675,Thursday,No,No
179,2019-01-03 7:40,20,천연담아 명품다시팩 100포,3,0,35153000,882,Thursday,No,No
180,2019-01-03 8:00,20,엘렌실라 달팽이크림(콜라겐5+팩트3),7,0,13665000,173,Thursday,No,No
181,2019-01-03 8:20,20,엘렌실라 달팽이크림(콜라겐5+팩트3),7,0,26788000,340,Thursday,No,No
182,2019-01-03 8:40,20,엘렌실라 달팽이크림(콜라겐5+팩트3),7,0,36208000,459,Thursday,No,No
183,2019-01-03 9:00,20,로베르타 디 까메리노 노벨라백 2종,8,0,17518000,450,Thursday,No,No
184,2019-01-03 9:20,20,로베르타 디 까메리노 노벨라백 2종,8,0,19488000,500,Thursday,No,No
185,2019-01-03 9:40,20,로베르타 디 까메리노 노벨라백 2종,8,0,36253000,930,Thursday,No,No
186,2019-01-03 10:00,30,오모떼 360도 텐션업 레이스 패키지 시즌4,5,0,32763000,301,Thursday,No,No
187,2019-01-03 10:30,30,오모떼 360도 텐션업 레이스 패키지 시즌4,5,0,70140000,644,Thursday,No,No
188,2019-01-03 11:00,20,보코 리버시블 무스탕,6,0,16785000,213,Thursday,No,No
189,2019-01-03 11:20,20,보코 리버시블 무스탕,6,0,32391000,411,Thursday,No,No
190,2019-01-03 11:40,20,보코 리버시블 무스탕,6,0,35613000,451,Thursday,No,No
191,2019-01-03 12:00,20,(직매입) 종근당건강 아이클리어 루테인,2,0,18481000,268,Thursday,No,No
192,2019-01-03 12:20,20,(직매입) 종근당건강 아이클리어 루테인,2,0,24779000,360,Thursday,No,No
193,2019-01-03 12:40,20,(직매입) 종근당건강 아이클리어 루테인,2,0,45269000,657,Thursday,No,No
194,2019-01-03 13:00,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,30273000,761,Thursday,No,No
195,2019-01-03 13:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,41669000,1047,Thursday,No,No
196,2019-01-03 13:40,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,0,44782000,1126,Thursday,No,No
197,2019-01-03 14:00,20,한일 대용량 스텐 분쇄믹서기,9,0,22816000,208,Thursday,No,No
198,2019-01-03 14:20,20,한일 대용량 스텐 분쇄믹서기,9,0,47947000,437,Thursday,No,No
199,2019-01-03 14:40,20,한일 대용량 스텐 분쇄믹서기,9,0,49139000,448,Thursday,No,No
200,2019-01-03 15:00,20,(도냄)무이자 쿠쿠전기밥솥 10인용,9,1,13222000,61,Thursday,No,No
201,2019-01-03 15:00,20,(도냄)일시불 쿠쿠전기밥솥 10인용,9,1,9656000,47,Thursday,No,No
202,2019-01-03 15:00,20,(도냄)무이자 쿠쿠전기밥솥 6인용,9,1,1530000,8,Thursday,No,No
203,2019-01-03 15:00,20,(도냄)일시불  쿠쿠전기밥솥 6인용,9,1,4272000,22,Thursday,No,No
204,2019-01-03 15:20,20,(도냄)무이자 쿠쿠전기밥솥 10인용,9,1,31827000,146,Thursday,No,No
205,2019-01-03 15:20,20,(도냄)일시불 쿠쿠전기밥솥 10인용,9,1,24436000,118,Thursday,No,No
206,2019-01-03 15:20,20,(도냄)무이자 쿠쿠전기밥솥 6인용,9,1,5224000,26,Thursday,No,No
207,2019-01-03 15:20,20,(도냄)일시불  쿠쿠전기밥솥 6인용,9,1,6379000,33,Thursday,No,No
208,2019-01-03 15:40,20,(도냄)무이자 쿠쿠전기밥솥 10인용,9,1,16324000,75,Thursday,No,No
209,2019-01-03 15:40,20,(도냄)일시불 쿠쿠전기밥솥 10인용,9,1,25184000,122,Thursday,No,No
210,2019-01-03 15:40,20,(도냄)무이자 쿠쿠전기밥솥 6인용,9,1,6693000,33,Thursday,No,No
211,2019-01-03 15:40,20,(도냄)일시불  쿠쿠전기밥솥 6인용,9,1,3576000,19,Thursday,No,No
212,2019-01-03 16:00,20,청정수산 완도활전복 35미,3,0,26611000,445,Thursday,No,No
213,2019-01-03 16:20,20,청정수산 완도활전복 35미,3,0,47757000,798,Thursday,No,No
214,2019-01-03 16:40,20,청정수산 완도활전복 35미,3,0,59853000,1000,Thursday,No,No
215,2019-01-03 17:00,20,뽕셰프 이봉원 특갈비탕 12팩,3,0,16350000,269,Thursday,No,No
216,2019-01-03 17:20,20,뽕셰프 이봉원 특갈비탕 12팩,3,0,33015000,543,Thursday,No,No
217,2019-01-03 17:40,20,뽕셰프 이봉원 특갈비탕 12팩,3,0,27284000,449,Thursday,No,No
218,2019-01-03 18:00,20,영산포숙성 홍어8팩+무침3통,3,0,29976000,733,Thursday,No,No
219,2019-01-03 18:20,20,영산포숙성 홍어8팩+무침3통,3,0,51728000,1265,Thursday,No,No
220,2019-01-03 18:40,20,영산포숙성 홍어8팩+무침3통,3,0,67200000,1644,Thursday,No,No
221,2019-01-03 19:00,20,푸마 INNO 심리스 드로즈 (6차),5,0,11888000,134,Thursday,No,No
222,2019-01-03 19:00,20,푸마 INNO 심리스 롱드로즈 (1차),5,0,1879000,22,Thursday,No,No
223,2019-01-03 19:00,20,푸마 NEW 트렁크 패키지,5,0,3419000,39,Thursday,No,No
224,2019-01-03 19:20,20,푸마 INNO 심리스 드로즈 (6차),5,0,19216000,216,Thursday,No,No
225,2019-01-03 19:20,20,푸마 INNO 심리스 롱드로즈 (1차),5,0,7147000,81,Thursday,No,No
226,2019-01-03 19:20,20,푸마 NEW 트렁크 패키지,5,0,2252000,26,Thursday,No,No
227,2019-01-03 19:40,20,푸마 INNO 심리스 드로즈 (6차),5,0,40329000,454,Thursday,No,No
228,2019-01-03 19:40,20,푸마 INNO 심리스 롱드로즈 (1차),5,0,4871000,55,Thursday,No,No
229,2019-01-03 19:40,20,푸마 NEW 트렁크 패키지,5,0,4458000,51,Thursday,No,No
230,2019-01-03 20:00,20,노비타 스마트 비데,4,1,41183000,218,Thursday,No,No
231,2019-01-03 20:20,20,노비타 스마트 비데,4,1,83995000,445,Thursday,No,No
232,2019-01-03 20:40,20,노비타 스마트 비데,4,1,107418000,569,Thursday,No,No
233,2019-01-03 21:00,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,6305000,5,Thursday,No,No
234,2019-01-03 21:00,20,무이자 LG 울트라HD TV 55UK6800HNC,1,4,3517000,3,Thursday,No,No
235,2019-01-03 21:00,20,일시불 LG 울트라HD TV 65UK6800HNC,1,5,0,0,Thursday,No,No
236,2019-01-03 21:00,20,무이자 LG 울트라HD TV 65UK6800HNC,1,5,20608000,10,Thursday,No,No
237,2019-01-03 21:00,20,일시불 LG 울트라HD TV 70UK7400KNA,1,6,6571000,3,Thursday,No,No
238,2019-01-03 21:00,20,무이자 LG 울트라HD TV 70UK7400KNA,1,6,7299000,3,Thursday,No,No
239,2019-01-03 21:20,20,일시불 LG 울트라HD TV 55UK6800HNC,1,4,9432000,8,Thursday,No,No
